Country,Edition,Fixed-line broadband subscribers,Mobile subscribers,Gender gap in internet access,Gender gap in mobile phone access,Average mobile latency,Bandwidth capacity,Internet exchange points,Urban electricity access,Rural electricity access,Smartphone cost (handset),"Average revenue per user (ARPU, annualized)",e-Entertainment usage,Nominal GDP,Population,Urban population,GNI per capita,GINI coefficient,Population under the poverty line,Total electricity access,Percentage of schools with Internet access,Global Peace Index,Democracy Index,Internet users (population),Offline population,Internet access gender gap,Mobile phone access gender gap,Internet users (percent of population),Male internet users,Female internet users,Male mobile phone subscribers,Female mobile phone subscribers,Total fixed line broadband subscribers,Year,Income Class,Mobile subscribers (Percentage),Offline population (Percentage)
Switzerland,E5,46.9,126.0,0.0,2.2,28.34,84392.0,6.97,100.0,100.0,84.3,460.9,82.4,734.0,8.7,73.8,85500,32.7,0.0,100.0,100.0,1.4,9.0,8.02,0.59,0.0,2.0,93.1,88.0,88.0,91.0,89.0,3884000,2021,High Income,14.482758620689657,6.781609195402299
Taiwan,E1,24.01,126.0,,,36.0,81685.0,0.85,99.0,99.0,43.3,238.4,,543.1,23.5,80.0,22267,33.6,0.3,99.0,91.0,1.8,7.8,18.33,5.16,,,78.0,,,89.0,87.0,5656330,2017,High Income,5.361702127659575,21.95744680851064
Taiwan,E2,24.07,123.8,8.2,4.3,30.66,712971.0,0.85,99.0,99.0,47.9,237.2,90.0,590.7,23.6,80.0,22267,33.6,0.5,99.0,100.0,1.8,7.8,18.77,4.77,7.0,4.0,79.7,85.0,78.0,92.0,88.0,5686003,2018,High Income,5.245762711864407,20.211864406779657
Taiwan,E3,24.13,121.6,-3.9,-2.4,29.42,712971.0,0.85,99.0,99.0,49.6,229.5,96.0,608.1,23.6,80.0,23287,33.6,0.5,99.0,100.0,1.7,7.7,18.77,4.77,-3.0,-2.0,79.7,76.0,79.0,83.0,85.0,5713568,2019,High Income,5.1525423728813555,20.211864406779657
Taiwan,E4,24.13,123.7,4.3,3.2,28.98,1701373.0,0.85,99.0,99.0,49.6,204.1,86.0,610.7,23.6,80.0,23287,33.6,0.2,99.0,100.0,1.7,7.7,20.34,3.25,4.0,3.0,86.2,94.0,90.0,93.0,90.0,5725022,2020,High Income,5.241525423728813,13.771186440677965
Taiwan,E5,24.53,123.2,-3.5,0.0,27.93,2045055.0,0.85,99.0,99.0,54.8,190.6,96.0,637.3,23.6,80.0,26514,33.6,0.3,99.0,100.0,1.7,7.7,20.96,2.64,-3.0,0.0,88.8,86.0,89.0,92.0,92.0,5831467,2021,High Income,5.220338983050847,11.186440677966102
Tanzania,E1,0.21,77.0,,,133.0,1117.0,0.37,70.6,3.8,19.2,30.0,,49.8,53.0,31.6,980,37.8,15.4,32.8,32.0,1.9,5.6,10.3,41.19,,,20.0,,,66.0,55.0,106000,2017,Low Income,1.4528301886792452,77.71698113207547
Tanzania,E2,0.6,75.5,56.0,15.7,75.79,1702.0,0.36,65.3,17.09,23.7,28.2,88.0,53.2,54.7,32.3,970,40.5,15.4,32.73,32.0,1.9,5.8,7.16,45.89,14.0,11.0,13.5,25.0,11.0,70.0,59.0,318474,2018,Low Income,1.3802559414990858,83.89396709323583
Tanzania,E3,1.4,73.1,41.7,14.1,56.85,1452.0,0.35,65.3,16.75,27.0,28.4,81.5,58.3,56.3,33.1,970,40.5,15.4,35.56,12.4,1.8,5.5,8.75,45.91,10.0,10.0,16.0,24.0,14.0,71.0,61.0,763466,2019,Low Income,1.2984014209591475,81.54529307282415
Tanzania,E4,1.53,77.2,53.1,16.2,50.4,1452.0,0.53,72.5,18.4,26.6,28.3,82.0,63.7,58.0,33.8,1020,40.5,15.7,35.56,12.4,1.9,5.4,8.75,45.91,17.0,12.0,16.0,32.0,15.0,74.0,62.0,861234,2020,Low Income,1.3310344827586207,79.1551724137931
Tanzania,E5,1.79,82.2,51.7,15.8,43.68,1452.0,0.52,70.5,23.1,37.0,25.9,86.0,65.1,59.7,34.5,1080,40.5,15.7,35.56,12.4,1.8,5.2,8.75,45.91,15.0,12.0,16.0,29.0,14.0,76.0,64.0,1032667,2021,Lower-Middle Income,1.3768844221105527,76.90117252931323
Thailand,E1,9.07,149.8,,,50.0,53968.0,0.45,99.7,98.3,41.0,103.7,,413.4,69.0,47.7,5710,36.9,0.0,100.0,96.7,2.3,5.1,27.02,41.7,,,39.3,,,95.0,95.0,6229000,2017,Upper-Middle Income,2.1710144927536232,60.434782608695656
Thailand,E2,10.47,173.5,13.5,2.2,40.03,90768.0,0.44,100.0,100.0,44.0,108.5,100.0,456.4,69.2,48.4,5700,36.5,0.0,99.9,96.7,2.3,4.9,32.76,36.21,7.0,2.0,47.5,52.0,45.0,93.0,91.0,7219000,2018,Upper-Middle Income,2.5072254335260116,52.326589595375715
Thailand,E3,11.86,175.6,15.3,3.2,36.02,119159.0,0.43,100.0,100.0,47.1,106.7,96.1,506.7,69.4,49.2,5960,36.4,0.0,100.0,96.7,2.3,4.6,36.61,32.6,9.0,3.0,52.9,59.0,50.0,94.0,91.0,8208000,2019,Upper-Middle Income,2.530259365994236,46.97406340057636
Thailand,E4,13.24,180.2,-1.9,1.1,34.07,113876.0,0.72,100.0,100.0,58.2,106.7,96.0,543.8,69.6,50.0,6600,36.4,0.0,100.0,96.7,2.3,4.6,39.45,29.98,-1.0,1.0,56.8,53.0,54.0,87.0,86.0,9189000,2020,Upper-Middle Income,2.589080459770115,43.07471264367816
Thailand,E5,14.52,186.2,11.8,3.3,30.3,99602.0,0.29,100.0,100.0,53.4,108.1,78.0,528.3,69.8,50.7,7260,36.4,0.0,100.0,99.7,2.2,6.3,46.41,23.22,8.0,3.0,66.7,68.0,60.0,92.0,89.0,10108819,2021,Upper-Middle Income,2.6676217765042978,33.26647564469914
Trinidad & Tobago,E1,20.33,155.0,,,104.0,120587.0,7.35,99.2,96.3,53.3,39.5,,22.3,1.4,53.3,19130,40.3,0.9,100.0,20.2,2.2,7.1,0.95,0.42,,,69.2,,,82.8,81.1,278522,2017,High Income,110.71428571428572,30.0
Trinidad & Tobago,E2,18.55,157.2,8.4,3.7,70.94,178955.0,7.35,100.0,97.82,53.3,39.6,,22.1,1.4,53.2,16720,40.3,0.9,100.0,21.7,2.2,7.1,1.01,0.37,3.9,2.9,73.3,57.2,53.3,82.2,79.4,255579,2018,High Income,112.28571428571429,26.42857142857143
Trinidad & Tobago,E3,23.61,146.7,0.0,4.3,48.56,170592.0,7.3,100.0,97.82,53.3,40.4,,22.3,1.4,53.2,15950,40.3,0.9,100.0,19.2,2.2,7.0,1.07,0.31,0.0,4.0,77.3,76.0,76.0,93.0,89.0,326776,2019,High Income,104.78571428571428,22.142857142857146
Trinidad & Tobago,E4,24.62,141.9,0.0,4.3,35.27,170592.0,7.27,100.0,99.0,53.3,39.7,92.0,22.6,1.4,53.2,16020,40.3,0.9,100.0,82.8,2.1,7.2,1.07,0.31,0.0,4.0,77.3,76.0,76.0,93.0,89.0,342200,2020,High Income,101.35714285714286,22.142857142857146
Trinidad & Tobago,E5,24.33,155.1,0.0,4.3,34.63,170592.0,7.19,100.0,98.3,57.1,39.2,94.0,21.5,1.4,53.2,16890,40.3,0.9,100.0,82.8,2.1,7.2,1.07,0.31,0.0,4.0,77.3,76.0,76.0,93.0,89.0,344735,2021,High Income,110.78571428571429,22.142857142857146
Tunisia,E1,5.13,130.6,,,55.0,28661.0,0.0,100.0,100.0,33.7,45.5,,41.8,11.3,68.1,3960,32.8,0.4,100.0,60.3,2.3,6.7,5.2,5.98,,,46.5,,,91.0,84.0,573977,2017,Lower-Middle Income,11.557522123893804,52.92035398230088
Tunisia,E2,5.66,126.3,21.8,1.1,37.7,37812.0,0.0,100.0,100.0,35.8,47.9,,39.8,11.4,68.3,3750,32.8,0.0,100.0,70.7,2.1,6.4,5.6,5.7,12.0,1.0,49.6,55.0,43.0,88.0,87.0,640267,2018,Lower-Middle Income,11.078947368421051,50.0
Tunisia,E3,7.01,125.4,4.4,9.2,34.48,37051.0,0.87,100.0,100.0,37.4,47.1,86.8,39.8,11.6,68.6,3520,32.8,0.0,99.8,43.1,2.0,6.3,6.34,5.09,2.0,7.0,55.5,45.0,43.0,76.0,69.0,801785,2019,Lower-Middle Income,10.810344827586208,43.87931034482759
Tunisia,E4,8.77,127.7,10.0,9.4,31.76,44319.0,0.0,100.0,100.0,44.6,48.5,94.0,38.8,11.7,68.9,3500,32.8,0.0,99.8,97.4,2.1,6.4,7.43,4.14,6.0,8.0,64.2,60.0,54.0,85.0,77.0,1014395,2020,Lower-Middle Income,10.914529914529915,35.38461538461539
Tunisia,E5,10.2,126.3,10.6,8.4,28.61,58103.0,0.0,100.0,100.0,35.5,52.4,82.0,43.2,11.8,69.3,3360,32.8,0.0,99.8,97.4,2.1,6.7,7.8,3.89,5.0,7.0,66.7,47.0,42.0,83.0,76.0,1193359,2021,Lower-Middle Income,10.703389830508474,32.96610169491525
Turkey,E1,12.1,93.8,,,49.0,57652.0,0.26,100.0,100.0,39.3,49.2,,868.0,79.8,73.6,11960,41.9,0.0,100.0,86.0,2.7,5.1,42.21,36.32,,,53.7,,,91.4,90.4,9504594,2017,Upper-Middle Income,1.1754385964912282,45.51378446115288
Turkey,E2,13.15,94.0,22.8,13.8,41.37,66061.0,0.25,100.0,100.0,41.9,53.7,86.0,856.2,81.1,74.1,11180,41.4,0.1,100.0,86.0,2.8,5.0,46.58,33.25,18.0,13.0,58.3,79.0,61.0,94.0,81.0,10499692,2018,Upper-Middle Income,1.1590628853267573,40.99876695437732
Turkey,E3,14.7,95.9,9.6,3.2,35.6,84111.0,0.25,100.0,100.0,45.3,61.4,94.1,776.4,82.3,74.6,10900,41.9,0.0,100.0,86.0,2.9,4.9,52.47,28.65,7.0,3.0,64.7,73.0,66.0,94.0,91.0,11924905,2019,Upper-Middle Income,1.1652490886998785,34.81166464155528
Turkey,E4,16.28,97.3,13.3,0.0,32.67,94995.0,0.24,100.0,100.0,40.7,69.1,98.0,759.7,83.4,75.1,10420,41.9,0.0,100.0,86.0,3.0,4.4,58.5,23.84,11.0,0.0,71.0,83.0,72.0,91.0,91.0,13407226,2020,Upper-Middle Income,1.1666666666666665,28.585131894484412
Turkey,E5,17.06,96.8,5.3,4.3,31.56,121624.0,0.24,100.0,100.0,44.8,80.2,70.0,615.1,84.3,75.6,9610,41.9,0.0,100.0,86.0,3.0,4.1,61.72,21.71,4.0,4.0,74.0,75.0,71.0,93.0,89.0,14231978,2021,Upper-Middle Income,1.1482799525504153,25.753262158956108
UAE,E1,13.33,193.7,,,67.0,189173.0,2.19,100.0,100.0,71.7,373.4,,357.0,9.4,85.7,42860,32.5,0.0,100.0,60.3,2.3,2.7,8.38,0.88,,,90.5,,,100.0,96.0,1234447,2017,High Income,20.606382978723403,9.361702127659575
UAE,E2,13.86,212.6,1.1,0.0,43.21,247510.0,2.16,100.0,100.0,74.5,355.1,94.0,385.6,9.5,86.0,40570,32.5,0.0,100.0,100.0,1.9,2.7,8.48,0.88,1.0,0.0,90.6,90.0,89.0,100.0,100.0,1297585,2018,High Income,22.378947368421052,9.263157894736842
UAE,E3,29.11,209.0,-1.1,0.0,36.52,300380.0,2.13,100.0,100.0,66.7,350.3,88.2,422.2,9.6,86.2,39290,32.5,0.0,100.0,89.2,1.8,2.7,9.0,0.49,-1.0,0.0,94.8,94.0,95.0,100.0,100.0,2761830,2019,High Income,21.770833333333336,5.104166666666667
UAE,E4,31.4,208.5,-1.1,0.0,32.84,357642.0,2.1,100.0,100.0,79.4,326.8,96.0,421.1,9.8,86.5,41470,32.5,0.0,100.0,89.2,1.8,2.8,9.48,0.15,-1.0,0.0,98.5,93.0,94.0,100.0,100.0,3024565,2020,High Income,21.27551020408163,1.5306122448979589
UAE,E5,31.17,200.6,-4.6,0.0,28.47,403399.0,2.05,100.0,100.0,83.7,322.2,94.6,355.6,9.5,86.8,43470,32.5,0.0,100.0,100.0,1.8,2.8,9.69,0.08,-4.0,0.0,99.1,87.0,91.0,100.0,100.0,3045957,2021,High Income,21.11578947368421,0.8421052631578947
Uganda,E1,0.21,52.9,,,174.0,5243.0,0.26,55.4,7.1,17.2,39.5,,25.5,39.6,22.1,830,42.8,10.8,26.7,30.4,2.1,5.2,6.82,31.41,,,17.8,,,66.0,58.0,80724,2017,Low Income,1.3358585858585859,79.31818181818183
Uganda,E2,0.23,57.6,22.9,21.3,75.51,5763.0,0.24,23.3,18.63,21.9,39.6,78.0,27.1,41.2,22.6,790,42.8,10.8,31.82,30.4,2.2,5.3,8.67,30.97,8.0,16.0,21.9,35.0,27.0,75.0,59.0,92115,2018,Low Income,1.3980582524271845,75.16990291262135
Uganda,E3,0.02,60.6,33.3,18.3,54.57,7775.0,0.23,23.3,18.63,13.3,40.4,76.0,29.8,42.7,23.2,740,42.8,13.2,42.65,12.4,2.2,5.1,9.76,31.4,12.0,13.0,23.7,36.0,24.0,71.0,58.0,92115,2019,Low Income,1.4192037470725996,73.53629976580795
Uganda,E4,0.02,57.3,15.6,13.7,42.87,7775.0,0.23,63.1,10.8,23.6,39.7,92.0,32.0,44.3,23.8,750,42.8,13.2,42.65,12.4,2.2,5.2,9.76,31.4,5.0,10.0,23.7,32.0,27.0,73.0,63.0,92115,2020,Low Income,1.2934537246049662,70.8803611738149
Uganda,E5,0.02,57.4,13.0,14.5,37.1,7775.0,0.23,66.0,16.9,31.2,39.2,94.0,33.2,45.5,24.4,780,42.8,13.2,42.65,12.4,2.2,5.0,9.76,31.4,6.0,11.0,23.7,46.0,40.0,76.0,65.0,92115,2021,Low Income,1.2615384615384615,69.01098901098901
Ukraine,E1,11.64,142.0,,,100.0,72395.0,1.17,100.0,100.0,30.5,18.1,,93.4,42.5,69.1,2700,25.0,0.0,100.0,72.0,3.3,5.7,20.82,21.77,,,48.9,,,93.0,91.0,4978813,2017,Lower-Middle Income,3.3411764705882354,51.2235294117647
Ukraine,E2,12.03,133.2,13.0,-1.2,75.03,79417.0,1.18,100.0,100.0,29.9,20.2,94.0,112.2,42.4,69.2,2370,26.0,0.0,100.0,72.0,3.2,5.7,22.54,19.99,9.0,-1.0,53.0,69.0,60.0,85.0,86.0,5125499,2018,Lower-Middle Income,3.141509433962264,47.14622641509434
Ukraine,E3,12.35,131.4,6.2,1.1,53.84,73625.0,1.65,100.0,100.0,41.3,22.1,88.7,130.9,42.2,69.2,2380,26.1,0.0,100.0,94.1,3.1,5.7,24.94,17.41,4.0,1.0,58.9,65.0,61.0,90.0,89.0,5239743,2019,Lower-Middle Income,3.1137440758293837,41.25592417061611
Ukraine,E4,12.8,127.8,5.7,-1.1,49.92,73625.0,1.9,100.0,100.0,23.9,25.0,88.7,153.8,42.0,69.4,2800,26.1,0.0,100.0,95.3,2.9,5.7,26.39,15.8,4.0,-1.0,62.6,70.0,66.0,88.0,89.0,5405125,2020,Lower-Middle Income,3.0428571428571427,37.61904761904762
Ukraine,E5,16.16,130.6,13.9,-1.1,42.18,73625.0,1.19,100.0,100.0,34.4,30.3,92.0,143.9,41.8,69.5,3370,26.1,0.0,100.0,95.3,2.9,5.9,26.39,15.8,10.0,-1.0,62.6,72.0,62.0,88.0,89.0,6784185,2021,Lower-Middle Income,3.124401913875598,37.79904306220096
United Kingdom,E1,37.45,120.3,,,72.0,363087.0,1.24,100.0,100.0,83.8,258.2,,2702.7,65.8,82.6,44290,34.8,0.1,100.0,100.0,1.8,8.3,60.17,5.23,,,92.0,,,92.0,89.0,24686486,2017,High Income,1.8282674772036474,7.948328267477205
United Kingdom,E2,38.42,119.1,-2.2,-2.2,47.31,391505.0,1.23,100.0,100.0,80.9,248.9,72.0,2666.9,66.7,82.9,42980,34.8,0.1,100.0,100.0,1.8,8.4,62.35,3.44,-2.0,-2.0,94.8,90.0,92.0,92.0,94.0,25445619,2018,High Income,1.785607196401799,5.157421289355322
United Kingdom,E3,39.03,118.5,-8.2,-7.9,44.99,437535.0,1.51,100.0,100.0,80.0,252.9,79.2,2860.8,67.1,83.1,41370,34.8,0.1,100.0,100.0,1.9,8.5,60.34,6.39,-7.0,-7.0,90.4,85.0,92.0,89.0,96.0,26043431,2019,High Income,1.7660208643815203,9.523099850968704
United Kingdom,E4,39.6,118.4,1.1,2.1,45.82,437535.0,1.34,100.0,100.0,87.2,244.4,86.0,2828.5,67.5,83.4,41730,34.8,0.1,100.0,100.0,1.8,8.5,60.89,6.25,1.0,2.0,90.7,90.0,89.0,94.0,92.0,26586110,2020,High Income,1.7540740740740741,9.25925925925926
United Kingdom,E5,39.67,119.9,-1.1,-3.7,44.23,437535.0,1.48,100.0,100.0,93.6,240.7,70.6,2542.0,67.9,83.6,42370,34.8,0.1,100.0,100.0,1.8,8.5,62.48,5.05,-1.0,-3.0,92.5,92.0,93.0,80.0,83.0,26586110,2021,High Income,1.7658321060382915,7.437407952871869
United States,E1,31.85,119.1,,,75.0,100323.0,2.24,100.0,100.0,77.5,590.0,,18745.1,323.0,81.7,56740,41.4,0.9,100.0,100.0,2.2,8.0,239.23,81.65,,,74.6,,,95.0,91.0,102212000,2017,High Income,0.3687306501547987,25.278637770897834
United States,E2,32.73,122.6,1.1,2.1,55.3,100607.0,3.24,100.0,100.0,78.5,560.6,82.0,19543.0,325.1,81.9,57180,41.4,0.9,100.0,100.0,2.2,8.0,276.32,46.69,1.0,2.0,85.5,87.0,86.0,95.0,93.0,105714000,2018,High Income,0.3771147339280221,14.361734850815132
United States,E3,33.28,123.0,-3.4,0.0,50.33,107854.0,3.28,100.0,100.0,92.6,546.3,88.0,20611.9,327.1,82.1,59060,41.4,1.0,100.0,100.0,2.3,8.0,283.72,41.37,-3.0,0.0,87.3,87.0,90.0,95.0,95.0,108199000,2019,High Income,0.37603179455823904,12.647508407214916
United States,E4,33.89,129.0,1.1,1.1,49.59,107854.0,3.34,100.0,100.0,93.4,539.3,83.0,21433.2,329.1,82.3,63200,41.4,1.0,100.0,100.0,2.3,8.0,289.48,37.62,1.0,1.0,88.5,91.0,90.0,95.0,94.0,110865000,2020,High Income,0.3919781221513218,11.431175934366452
United States,E5,34.72,134.5,0.0,3.1,47.35,107854.0,3.56,100.0,100.0,100.0,540.2,90.9,20559.0,331.0,82.5,65760,41.4,1.0,100.0,100.0,2.3,8.0,289.48,37.62,0.0,3.0,88.5,94.0,94.0,97.0,94.0,114093000,2021,High Income,0.40634441087613293,11.365558912386705
Uruguay,E1,26.4,151.4,,,71.0,73570.0,0.0,99.7,93.8,73.8,119.0,,52.7,3.4,95.0,15640,39.7,0.0,99.7,42.4,2.3,8.2,2.21,1.21,,,64.6,,,90.0,90.0,900933,2017,High Income,44.529411764705884,35.588235294117645
Uruguay,E2,26.92,149.4,-5.9,-4.6,52.35,97178.0,0.0,99.8,97.61,72.2,125.0,,59.5,3.4,95.1,14980,39.5,0.0,100.0,100.0,2.2,8.2,2.28,1.15,-4.0,-4.0,66.4,68.0,72.0,87.0,91.0,921677,2018,High Income,43.94117647058824,33.8235294117647
Uruguay,E3,27.74,148.3,2.5,1.1,48.34,107063.0,0.0,99.8,97.61,64.0,130.5,88.2,59.6,3.4,95.2,15150,39.7,0.0,100.0,100.0,1.8,8.1,2.42,1.02,2.0,1.0,70.3,80.0,78.0,92.0,91.0,953281,2019,High Income,43.617647058823536,30.0
Uruguay,E4,28.34,149.9,0.0,-1.1,43.28,107063.0,0.0,99.9,97.6,69.0,133.7,88.2,56.0,3.4,95.3,15910,39.7,0.0,100.0,100.0,1.7,8.4,2.57,0.88,0.0,-1.0,74.4,82.0,82.0,91.0,92.0,977390,2020,High Income,44.08823529411765,25.882352941176475
Uruguay,E5,29.25,138.1,1.1,-1.1,35.03,107063.0,0.0,99.8,98.8,72.6,145.4,92.5,49.7,3.5,95.4,16230,39.7,0.0,100.0,100.0,1.7,8.4,2.65,0.8,1.0,-1.0,76.9,88.0,87.0,92.0,93.0,1012410,2021,High Income,39.457142857142856,22.857142857142858
Uzbekistan,E1,5.78,70.4,,,120.0,1994.0,0.32,100.0,100.0,5.4,158.1,,81.7,31.4,50.8,2600,35.3,22.1,100.0,73.1,2.2,2.0,13.24,17.69,,,42.8,,,89.0,75.0,1787786,2017,Lower-Middle Income,2.24203821656051,56.3375796178344
Uzbekistan,E2,8.73,74.0,27.3,17.2,66.1,5438.0,0.32,100.0,100.0,6.2,154.7,86.0,59.1,32.0,50.6,2660,35.3,22.1,100.0,73.1,2.1,2.0,14.71,16.73,9.0,15.0,46.8,33.0,24.0,87.0,72.0,2746360,2018,Lower-Middle Income,2.3125,52.28125
Uzbekistan,E3,10.39,75.9,42.5,21.2,62.39,10280.0,0.31,100.0,100.0,20.1,153.1,86.0,50.4,32.5,50.6,2350,35.3,22.1,100.0,90.4,2.1,2.0,15.56,16.4,17.0,18.0,48.7,40.0,23.0,85.0,67.0,3320210,2019,Lower-Middle Income,2.3353846153846156,50.46153846153846
Uzbekistan,E4,12.7,71.5,26.1,25.6,65.54,25606.0,0.31,100.0,100.0,12.8,144.1,94.0,57.9,33.0,50.5,2020,35.3,22.1,100.0,90.4,2.2,2.0,17.93,14.55,12.0,23.0,55.2,46.0,34.0,90.0,67.0,4123508,2020,Lower-Middle Income,2.1666666666666665,44.09090909090909
Uzbekistan,E5,13.94,101.2,15.1,15.9,53.48,25606.0,0.3,100.0,100.0,13.0,141.3,76.0,64.2,33.5,50.4,1800,35.3,22.1,100.0,88.0,2.2,2.0,17.93,14.55,8.0,14.0,55.2,53.0,45.0,88.0,74.0,4597265,2021,Lower-Middle Income,3.02089552238806,43.43283582089553
Venezuela,E1,8.61,96.7,,,103.0,16402.0,0.0,99.8,98.6,42.2,100.6,,278.6,30.8,88.2,13080,46.9,7.1,99.4,14.6,2.7,5.0,19.46,10.95,,,64.0,,,83.0,85.0,2589713,2017,High Income,3.1396103896103895,35.55194805194805
Venezuela,E2,8.76,92.5,-3.9,0.0,90.18,20128.0,0.0,99.0,98.09,38.3,96.6,90.0,138.6,31.2,88.2,13080,46.9,7.1,99.2,14.6,2.7,4.7,18.49,12.33,-2.0,0.0,60.0,51.0,53.0,74.0,74.0,2613991,2018,High Income,2.96474358974359,39.51923076923077
Venezuela,E3,8.87,83.3,8.6,12.7,84.12,20977.0,0.0,99.0,98.09,54.6,98.0,90.0,242.4,31.6,88.2,13080,46.9,7.1,100.0,14.6,2.6,3.9,20.08,11.14,5.0,10.0,64.3,58.0,53.0,79.0,69.0,2607829,2019,High Income,2.6360759493670884,35.25316455696203
Venezuela,E4,9.02,71.8,-4.3,-1.8,104.39,20977.0,0.0,100.0,100.0,54.6,93.4,90.0,117.0,29.8,88.2,13080,46.9,7.1,100.0,14.6,2.7,3.2,20.08,11.14,-2.0,-1.0,64.3,46.0,48.0,57.0,58.0,2604578,2020,High Income,2.4093959731543624,37.38255033557047
Venezuela,E5,8.98,47.3,-16.4,-14.1,72.49,20977.0,0.0,100.0,98.9,54.6,91.5,90.0,86.5,28.0,88.2,13080,46.9,7.1,100.0,14.6,2.9,2.9,20.08,11.14,-9.0,-9.0,64.3,55.0,64.0,64.0,73.0,2561210,2021,High Income,1.6892857142857143,39.785714285714285
Vietnam,E1,8.26,129.8,,,68.0,40229.0,0.11,99.3,96.0,40.8,158.1,,252.2,93.6,33.8,1970,35.3,0.6,99.2,51.8,1.9,3.5,41.7,50.97,,,45.0,,,82.0,78.0,7657619,2017,Lower-Middle Income,1.386752136752137,54.45512820512821
Vietnam,E2,9.72,128.8,6.4,5.2,41.11,80532.0,0.11,99.9,98.9,45.4,154.7,96.0,277.2,94.6,34.5,2080,35.3,0.6,100.0,51.8,1.9,3.4,49.63,44.01,3.0,4.0,53.0,47.0,44.0,77.0,73.0,9098288,2018,Lower-Middle Income,1.3615221987315012,46.52219873150106
Vietnam,E3,11.91,126.9,16.1,6.9,34.49,118198.0,0.1,100.0,98.15,26.4,153.1,100.0,302.8,95.5,35.2,2120,35.7,0.4,100.0,32.2,1.9,3.1,55.0,39.6,9.0,6.0,58.1,56.0,47.0,87.0,81.0,11269936,2019,Lower-Middle Income,1.3287958115183247,41.46596858638743
Vietnam,E4,13.6,147.2,21.8,11.9,31.4,65006.0,0.1,100.0,99.4,42.2,144.1,100.0,326.8,96.5,35.9,2360,35.7,0.4,100.0,32.2,1.9,3.1,66.74,28.81,12.0,10.0,69.8,55.0,43.0,84.0,74.0,12994451,2020,Lower-Middle Income,1.5253886010362694,29.854922279792746
Vietnam,E5,15.35,141.2,13.6,4.2,27.48,120708.0,0.1,100.0,98.7,33.1,141.3,90.0,351.1,97.3,36.6,2540,35.7,0.4,100.0,32.2,1.9,3.1,66.27,30.19,9.0,4.0,68.7,66.0,57.0,95.0,91.0,14802380,2021,Lower-Middle Income,1.4511819116135662,31.02774922918808
Zambia,E1,0.15,72.8,,,141.0,3115.0,0.62,45.0,13.5,22.8,39.5,,21.0,16.4,41.9,1580,57.1,31.6,35.31,7.0,1.8,6.3,3.33,12.55,,,21.0,,,60.0,52.0,23390,2017,Lower-Middle Income,4.439024390243903,76.52439024390245
Zambia,E2,0.19,73.4,42.1,14.7,79.99,3846.0,0.62,67.3,6.47,25.8,39.6,84.0,25.8,16.8,42.4,1370,57.1,29.5,40.3,7.0,1.8,6.0,4.17,12.19,16.0,10.0,25.5,38.0,22.0,68.0,58.0,31784,2018,Lower-Middle Income,4.3690476190476195,72.55952380952381
Zambia,E3,0.21,79.7,35.5,14.7,88.62,5495.0,0.58,67.3,6.47,29.5,40.4,79.6,26.7,17.4,43.0,1300,57.1,29.5,39.81,7.0,1.8,5.7,4.69,12.16,11.0,10.0,27.9,31.0,20.0,68.0,58.0,35912,2019,Lower-Middle Income,4.580459770114943,69.88505747126437
Zambia,E4,0.42,89.2,24.3,4.7,74.99,14746.0,0.57,79.6,3.8,34.2,39.7,94.0,24.2,17.9,43.5,1460,57.1,29.5,39.81,7.0,1.8,5.6,2.48,14.87,9.0,3.0,14.3,37.0,28.0,64.0,61.0,72228,2020,Lower-Middle Income,4.983240223463688,83.07262569832402
Zambia,E5,0.5,96.4,27.8,13.9,52.91,14746.0,0.0,76.3,6.3,41.2,39.2,94.2,21.0,18.4,44.1,1450,57.1,29.5,39.81,7.0,1.8,5.1,2.48,14.87,10.0,10.0,14.3,36.0,26.0,72.0,62.0,88891,2021,Lower-Middle Income,5.239130434782609,80.81521739130434
Zimbabwe,E1,1.19,92.3,,,93.0,4999.0,0.0,80.0,20.6,17.7,4.2,,20.5,14.0,32.4,1280,43.2,5.2,39.92,20.2,2.2,3.0,3.14,10.67,,,22.7,,,75.0,68.0,163987,2017,Lower-Middle Income,6.5928571428571425,76.21428571428571
Zimbabwe,E2,1.22,91.8,32.4,1.2,66.2,10064.0,0.0,81.2,11.0,21.3,3.7,,22.0,14.2,32.3,1290,44.3,5.2,40.48,21.7,2.2,3.0,3.24,10.79,12.0,1.0,23.1,37.0,25.0,81.0,80.0,170838,2018,Lower-Middle Income,6.464788732394366,75.98591549295774
Zimbabwe,E3,1.32,99.0,45.2,2.5,50.0,12376.0,0.6,81.2,11.0,22.7,3.9,,24.3,14.4,32.2,1360,44.3,5.2,41.04,19.2,2.2,3.2,3.85,10.39,19.0,2.0,27.1,42.0,23.0,80.0,78.0,187310,2019,Lower-Middle Income,6.875,72.15277777777777
Zimbabwe,E4,1.41,89.4,26.3,-2.7,47.62,12376.0,0.69,81.6,11.5,0.0,5.1,92.0,21.4,14.6,32.2,1530,44.3,9.3,41.04,33.2,2.5,3.2,3.85,10.39,10.0,-2.0,27.1,38.0,28.0,75.0,77.0,203056,2020,Lower-Middle Income,6.123287671232878,71.16438356164385
